timestamp,message_id,session_id,device_id,sensor_name,sensor_time,yaw,pitch,roll,qx,qy,qz,qw
2025-08-20T19:21:12.276045,1961,948158b7-b235-4d44-8629-e9b9d5125918,7aa2c20a-c9f7-44a1-9e77-824116d449d8,orientation,1755732071919732500,1.5833210908785855,1.0286116011556818,-0.19493613347313896,-0.4043051393605489,-0.28882461985806446,-0.5828968281160563,-0.6429221756496344
2025-08-20T19:21:12.276058,1961,948158b7-b235-4d44-8629-e9b9d5125918,7aa2c20a-c9f7-44a1-9e77-824116d449d8,orientation,1755732071969820400,1.583317127579883,1.0286197943354343,-0.19492763643811123,-0.4043055840740397,-0.2888291759084823,-0.5828956055037022,-0.6429210016958641
2025-08-20T19:21:12.276070,1961,948158b7-b235-4d44-8629-e9b9d5125918,7aa2c20a-c9f7-44a1-9e77-824116d449d8,orientation,1755732072019907600,1.5832689797560056,1.028653451718743,-0.19488803660178924,-0.40431066570405977,-0.2888430887298597,-0.5828812720293959,-0.6429245798977051
2025-08-20T19:21:12.276082,1961,948158b7-b235-4d44-8629-e9b9d5125918,7aa2c20a-c9f7-44a1-9e77-824116d449d8,orientation,1755732072069995500,1.5832204817013436,1.0286321298765067,-0.19486329054905757,-0.4043043342787296,-0.2888343385665703,-0.5828750286377146,-0.6429381177164699
2025-08-20T19:21:12.276094,1961,948158b7-b235-4d44-8629-e9b9d5125918,7aa2c20a-c9f7-44a1-9e77-824116d449d8,orientation,1755732072120082700,1.5832057645666828,1.0286401191734347,-0.1948495121796689,-0.4043047246299361,-0.2888382887190511,-0.582871466174509,-0.6429394452992707
2025-08-20T19:21:12.276107,1961,948158b7-b235-4d44-8629-e9b9d5125918,7aa2c20a-c9f7-44a1-9e77-824116d449d8,orientation,1755732072170169600,1.583150910034694,1.0286519199943573,-0.1947717584046515,-0.40429340018516435,-0.28885616829817373,-0.5828671264776402,-0.6429423082514207
2025-08-20T19:21:12.276119,1961,948158b7-b235-4d44-8629-e9b9d5125918,7aa2c20a-c9f7-44a1-9e77-824116d449d8,orientation,1755732072220257500,1.5831596325261594,1.0286637946018358,-0.19478375097975426,-0.4042990447802861,-0.2888579113843865,-0.5828650878533412,-0.6429398526452048
2025-08-20T19:21:12.276131,1961,948158b7-b235-4d44-8629-e9b9d5125918,7aa2c20a-c9f7-44a1-9e77-824116d449d8,orientation,1755732072270344400,1.5831788227719032,1.0286827631453992,-0.19479137625853263,-0.40430395266732855,-0.2888655377196335,-0.5828658432915326,-0.6429326171090374
2025-08-20T19:21:13.275242,1962,948158b7-b235-4d44-8629-e9b9d5125918,7aa2c20a-c9f7-44a1-9e77-824116d449d8,orientation,1755732072320432600,1.5831529509568343,1.0286901696205788,-0.19475454301974165,-0.4042990881524586,-0.2888745827166425,-0.5828634585515886,-0.6429337427392257
2025-08-20T19:21:13.275266,1962,948158b7-b235-4d44-8629-e9b9d5125918,7aa2c20a-c9f7-44a1-9e77-824116d449d8,orientation,1755732072370519600,1.5831768920492701,1.0286841552275694,-0.19480643189562366,-0.40430900447572987,-0.288860665197011,-0.5828619069874748,-0.6429353086602125
